IDXCode,Company_Name,symbol,shortName,longName,original_index,reference_riskLevel,predicted_riskLevel,predicted_riskLevel_encoded,proba_High Risk,proba_Low Risk,proba_Medium Risk,max_proba,margin,entropy_norm,is_uncertain_max_proba,is_uncertain_margin,is_uncertain_entropy,is_uncertain
N585.JK,Company N585in Building Materials,NAIK.JK,Adiwarna Anugerah Abadi Tbk.,,584,High Risk,High Risk,0,0.873397,0.03626704,0.09033592,0.873397,0.7830611,0.41480245388856996,False,False,False,False
A042.JK,Company A042in Farm Products,AMMS.JK,Agung Menjangan Mas Tbk.,PT Agung Menjangan Mas Tbk,41,High Risk,High Risk,0,0.8731881,0.036497585,0.09031431,0.8731881,0.78287375,0.4154247799675227,False,False,False,False
G340.JK,Company G340in Insurance - Diversified,GSMF.JK,Equity Development Investment T,PT Equity Development Investment Tbk,339,High Risk,High Risk,0,0.8728383,0.0368836,0.09027813,0.8728383,0.78256017,0.4164636177336835,False,False,False,False
S726.JK,Company S726in Consumer Electronics,SCNP.JK,Selaras Citra Nusantara Perkasa,PT Selaras Citra Nusantara Perkasa Tbk,725,High Risk,High Risk,0,0.8727941,0.045536116,0.08166978,0.8727941,0.79112434,0.4223597239740557,False,False,False,False
D249.JK,Company D249in Farm Products,DEWI.JK,Dewi Shri Farmindo Tbk.,PT Dewi Shri Farmindo Tbk.,248,High Risk,High Risk,0,0.87228686,0.04250941,0.08520372,0.87228686,0.78708315,0.4216816785382236,False,False,False,False
T836.JK,Company T836in Information Technology Services,TRON.JK,Teknologi Karya Digital Nusa Tb,PT Teknologi Karya Digital Nusa Tbk,835,High Risk,High Risk,0,0.8705662,0.03707797,0.09235581,0.8705662,0.7782104,0.4212895271151234,False,False,False,False
C210.JK,Company C210in Specialty Chemicals,CHEM.JK,Chemstar Indonesia Tbk.,PT Chemstar Indonesia Tbk,209,High Risk,High Risk,0,0.8696476,0.042160872,0.08819154,0.8696476,0.7814561,0.4269970718902238,False,False,False,False
Z896.JK,Company Z896in Computer Hardware,ZYRX.JK,Zyrexindo Mandiri Buana Tbk.,PT Zyrexindo Mandiri Buana Tbk,895,High Risk,High Risk,0,0.8688304,0.04532932,0.08584028,0.8688304,0.7829901,0.43069302309666274,False,False,False,False
I390.JK,Company I390in Specialty Chemicals,INCF.JK,Indo Komoditi Korpora Tbk.,PT Indo Komoditi Korpora Tbk,389,High Risk,High Risk,0,0.8672395,0.040234473,0.09252607,0.8672395,0.7747134,0.4305803365297315,False,False,False,False
K458.JK,Company K458in Specialty Chemicals,KKES.JK,Kusuma Kemindo Sentosa Tbk.,PT Kusuma Kemindo Sentosa Tbk,457,High Risk,High Risk,0,0.8672395,0.040234473,0.09252607,0.8672395,0.7747134,0.4305803365297315,False,False,False,False
M556.JK,Company M556in Pharmaceutical Retailers,MMIX.JK,Multi Medika Internasional Tbk.,PT Multi Medika Internasional Tbk,555,High Risk,High Risk,0,0.866765,0.04547871,0.08775634,0.866765,0.7790087,0.4351096908919869,False,False,False,False
M547.JK,Company M547in Marine Shipping,MITI.JK,Mitra Investindo Tbk,PT Mitra Investindo Tbk,546,High Risk,High Risk,0,0.8664635,0.046318818,0.087217696,0.8664635,0.7792458,0.43623227045692403,False,False,False,False
P635.JK,Company P635in Pharmaceutical Retailers,PEVE.JK,Penta Valent Tbk.,PT. Penta Valent Tbk,634,High Risk,High Risk,0,0.86636657,0.045200773,0.088432655,0.86636657,0.7779339,0.43577070041928917,False,False,False,False
M575.JK,Company M575in Oil & Gas E&P,MTFN.JK,Capitalinc Investment Tbk,PT Capitalinc Investment Tbk,574,High Risk,High Risk,0,0.86347806,0.048194397,0.08832756,0.86347806,0.77515054,0.44350684754433783,False,False,False,False
S781.JK,Company S781in Asset Management,STAR.JK,Buana Artha Anugerah Tbk.,PT Buana Artha Anugerah Tbk,780,High Risk,High Risk,0,0.86332077,0.047591966,0.08908724,0.86332077,0.7742335,0.44349461315779815,False,False,False,False
J438.JK,Company J438in Real Estate Services,JSPT.JK,Jakarta Setiabudi Internasional,PT Jakarta Setiabudi Internasional Tbk,437,High Risk,High Risk,0,0.8631444,0.08957583,0.04727977,0.8631444,0.7735686,0.4436789156459375,False,False,False,False
A023.JK,Company A023in Insurance - Property & Casualty,AHAP.JK,Asuransi Harta Aman Pratama Tbk,PT Asuransi Harta Aman Pratama Tbk,22,High Risk,High Risk,0,0.86292815,0.03687983,0.10019207,0.86292815,0.7627361,0.436397366857103,False,False,False,False
G344.JK,Company G344in Farm Products,GULA.JK,Aman Agrindo Tbk.,PT Aman Agrindo Tbk,343,High Risk,High Risk,0,0.86292815,0.03687983,0.10019207,0.86292815,0.7627361,0.436397366857103,False,False,False,False
Y888.JK,Company Y888in Insurance - Diversified,YOII.JK,Asuransi Digital Bersama Tbk.,,887,High Risk,High Risk,0,0.86292815,0.03687983,0.10019207,0.86292815,0.7627361,0.436397366857103,False,False,False,False
I422.JK,Company I422in Tobacco,ITIC.JK,Indonesian Tobacco Tbk.,PT Indonesian Tobacco Tbk,421,High Risk,High Risk,0,0.8623541,0.041499536,0.09614639,0.8623541,0.7662077,0.4413964836843436,False,False,False,False
T840.JK,Company T840in Credit Services,TRUS.JK,Trust Finance Indonesia Tbk,PT Trust Finance Indonesia Tbk,839,High Risk,High Risk,0,0.8622459,0.036329936,0.10142416,0.8622459,0.76082176,0.43722333714836986,False,False,False,False
H355.JK,Company H355in Airports & Air Services,HELI.JK,Jaya Trishindo Tbk.,PT Jaya Trishindo Tbk,354,High Risk,High Risk,0,0.861465,0.048411008,0.09012401,0.861465,0.77134097,0.44778484087404996,False,False,False,False
P647.JK,Company P647in Auto & Truck Dealerships,PMJS.JK,Putra Mandiri Jembar Tbk.,PT Putra Mandiri Jembar Tbk,646,High Risk,High Risk,0,0.86015207,0.03563125,0.10421666,0.86015207,0.75593543,0.4406063213536808,False,False,False,False
G339.JK,Company G339in Beverages - Non-Alcoholic,GRPM.JK,Graha Prima Mentari Tbk.,PT Graha Prima Mentari Tbk,338,High Risk,High Risk,0,0.8593082,0.050911304,0.08978049,0.8593082,0.7695277,0.45357010520000685,False,False,False,False
E300.JK,Company E300in Telecom Services,EXCL.JK,XLSMART Telecom Sejahtera Tbk.,PT XLSMART Telecom Sejahtera Tbk,299,High Risk,High Risk,0,0.85914594,0.09219294,0.04866112,0.85914594,0.766953,0.4526666595030694,False,False,False,False
S778.JK,Company S778in Farm Products,SSMS.JK,Sawit Sumbermas Sarana Tbk.,PT Sawit Sumbermas Sarana Tbk.,777,High Risk,High Risk,0,0.85914594,0.09219294,0.04866112,0.85914594,0.766953,0.4526666595030694,False,False,False,False
L489.JK,Company L489in Oil & Gas Refining & Marketing,LMAX.JK,Lupromax Pelumas Indonesia Tbk.,PT Lupromax Pelumas Indonesia Tbk,488,High Risk,High Risk,0,0.85896873,0.035466235,0.10556504,0.85896873,0.75340366,0.44270955074879714,False,False,False,False
A054.JK,Company A054in Packaging & Containers,APLI.JK,Asiaplast Industries Tbk,PT Asiaplast Industries Tbk,53,High Risk,High Risk,0,0.8577408,0.03624562,0.10601358,0.8577408,0.7517272,0.44581708492988564,False,False,False,False
B103.JK,Company B103in Banks - Regional,BBKP.JK,Bank KB Bukopin Tbk.,PT Bank KB Bukopin Tbk,102,High Risk,High Risk,0,0.8577408,0.03624562,0.10601358,0.8577408,0.7517272,0.44581708492988564,False,False,False,False
F315.JK,Company F315in Credit Services,FUJI.JK,Fuji Finance Indonesia Tbk.,PT Fuji Finance Indonesia Tbk,314,High Risk,High Risk,0,0.8577408,0.03624562,0.10601358,0.8577408,0.7517272,0.44581708492988564,False,False,False,False
C205.JK,Company C205in Communication Equipment,CCSI.JK,Communication Cable Systems Ind,PT Communication Cable Systems Indonesia Tbk,204,High Risk,High Risk,0,0.85722524,0.047645267,0.09512955,0.85722524,0.7620957,0.45592431584626614,False,False,False,False
S786.JK,Company S786in Real Estate Services,SUPR.JK,Solusi Tunas Pratama Tbk.,PT Solusi Tunas Pratama Tbk,785,High Risk,High Risk,0,0.8571992,0.038575508,0.10422525,0.8571992,0.7529739,0.449043138035125,False,False,False,False
I372.JK,Company I372in Restaurants,IBOS.JK,Indo Boga Sukses Tbk.,PT Indo Boga Sukses Tbk,371,High Risk,High Risk,0,0.8571782,0.0386697,0.104152136,0.8571782,0.75302607,0.4491686015334536,False,False,False,False
V862.JK,Company V862in Broadcasting,VIVA.JK,Visi Media Asia Tbk.,PT Visi Media Asia Tbk,861,High Risk,High Risk,0,0.85529214,0.038039364,0.10666844,0.85529214,0.7486237,0.45218455414257297,False,False,False,False
R702.JK,Company R702in Capital Markets,RELI.JK,Reliance Sekuritas Indonesia Tb,PT Reliance Sekuritas Indonesia Tbk,701,High Risk,High Risk,0,0.8548581,0.038406633,0.10673525,0.8548581,0.7481229,0.4533500490057492,False,False,False,False
G318.JK,Company G318in Steel,GDST.JK,Gunawan Dianjaya Steel Tbk.,PT Gunawan Dianjaya Steel Tbk,317,High Risk,High Risk,0,0.8540954,0.08099487,0.06490973,0.8540954,0.77310055,0.46948668943402333,False,False,False,False
D246.JK,Company D246in Credit Services,DEFI.JK,Danasupra Erapacific Tbk.,PT Danasupra Erapacific Tbk,245,High Risk,High Risk,0,0.8517102,0.039205045,0.10908478,0.8517102,0.7426254,0.46001835934199636,False,False,False,False
R716.JK,Company R716in Software - Application,RUNS.JK,Global Sukses Solusi Tbk.,PT Global Sukses Solusi Tbk,715,High Risk,High Risk,0,0.8491844,0.03815665,0.11265894,0.8491844,0.7365255,0.4636975730395772,False,False,False,False
V866.JK,Company V866in Staffing & Employment Services,VTNY.JK,Venteny Fortuna International T,PT Venteny Fortuna International Tbk,865,High Risk,High Risk,0,0.849147,0.06036605,0.09048688,0.849147,0.75866014,0.47853243133643664,False,False,False,False
U849.JK,Company U849in Thermal Coal,UNIQ.JK,Ulima Nitra Tbk.,PT Ulima Nitra Tbk,848,High Risk,High Risk,0,0.8486139,0.08689298,0.06449314,0.8486139,0.76172096,0.48094805806058044,False,False,False,False
I384.JK,Company I384in Pharmaceutical Retailers,IKPM.JK,Ikapharmindo Putramas Tbk.,,383,High Risk,High Risk,0,0.8475658,0.041356385,0.11107777,0.8475658,0.73648804,0.46969643727598587,False,False,False,False
I409.JK,Company I409in Communication Equipment,IOTF.JK,Sumber Sinergi Makmur Tbk.,PT Sumber Sinergi Makmur Tbk,408,High Risk,High Risk,0,0.8475658,0.041356385,0.11107777,0.8475658,0.73648804,0.46969643727598587,False,False,False,False
T824.JK,Company T824in Software - Application,TOSK.JK,Topindo Solusi Komunika Tbk.,,823,High Risk,High Risk,0,0.8459533,0.041412715,0.11263403,0.8459533,0.7333193,0.472718629150968,False,False,False,False
N586.JK,Company N586in Medical Devices,NANO.JK,Nanotech Indonesia Global Tbk.,PT Nanotech Indonesia Global Tbk,585,High Risk,High Risk,0,0.84387696,0.04690336,0.10921967,0.84387696,0.7346573,0.48116241753383293,False,False,False,False
V865.JK,Company V865in Credit Services,VRNA.JK,Mizuho Leasing Indonesia Tbk.,PT Mizuho Leasing Indonesia Tbk,864,High Risk,High Risk,0,0.84290904,0.0410047,0.11608625,0.84290904,0.7268228,0.47787964136372757,False,False,False,False
M520.JK,Company M520in Household & Personal Products,MBTO.JK,Martina Berto Tbk.,PT Martina Berto Tbk,519,High Risk,High Risk,0,0.8402926,0.05308024,0.10662723,0.8402926,0.73366535,0.4921957725222001,False,False,False,False
L503.JK,Company L503in Computer Hardware,LUCK.JK,Sentral Mitra Informatika Tbk.,PT Sentral Mitra Informatika Tbk,502,High Risk,High Risk,0,0.82987374,0.05019579,0.11993049,0.82987374,0.70994323,0.509084922668017,False,False,False,False
F317.JK,Company F317in Lumber & Wood Production,FWCT.JK,Wijaya Cahaya Timber Tbk.,PT Wijaya Cahaya Timber Tbk,316,High Risk,High Risk,0,0.82933885,0.085118905,0.08554225,0.82933885,0.7437966,0.5235930604516073,False,False,False,False
K450.JK,Company K450in Communication Equipment,KETR.JK,Ketrosden Triasmitra Tbk.,PT Ketrosden Triasmitra,449,High Risk,High Risk,0,0.82877004,0.1034804,0.06774953,0.82877004,0.72528964,0.5213514278633077,False,False,False,False
L499.JK,Company L499in Capital Markets,LPPS.JK,Lenox Pasifik Investama Tbk.,PT Lenox Pasifik Investama Tbk,498,High Risk,High Risk,0,0.8249611,0.08173179,0.0933071,0.8249611,0.73165405,0.5322454573322336,False,False,False,False
S745.JK,Company S745in Electronics & Computer Distribution,SLIS.JK,Gaya Abadi Sempurna Tbk.,PT Gaya Abadi Sempurna Tbk,744,High Risk,High Risk,0,0.8249611,0.08173179,0.0933071,0.8249611,0.73165405,0.5322454573322336,False,False,False,False
H366.JK,Company H366in Luxury Goods,HRTA.JK,Hartadinata Abadi Tbk.,PT Hartadinata Abadi Tbk,365,High Risk,High Risk,0,0.82377034,0.101152726,0.075076915,0.82377034,0.7226176,0.5332588768718142,False,False,False,False
M541.JK,Company M541in Waste Management,MHKI.JK,Multi Hanna Kreasindo Tbk.,,540,High Risk,High Risk,0,0.82377034,0.101152726,0.075076915,0.82377034,0.7226176,0.5332588768718142,False,False,False,False
A034.JK,Company A034in Beverages - Non-Alcoholic,ALTO.JK,Tri Banyan Tirta Tbk.,PT Tri Banyan Tirta Tbk,33,High Risk,High Risk,0,0.82145596,0.08710474,0.09143926,0.82145596,0.7300167,0.5396655720777087,False,False,False,False
B129.JK,Company B129in Entertainment,BHIT.JK,MNC Asia Holding Tbk.,PT MNC Asia Holding Tbk,128,High Risk,High Risk,0,0.8205003,0.08128984,0.09820987,0.8205003,0.72229046,0.5409142933220464,False,False,False,False
P639.JK,Company P639in Lodging,PGLI.JK,Pembangunan Graha Lestari Indah,PT Pembangunan Graha Lestari Indah Tbk,638,High Risk,High Risk,0,0.82007957,0.084011145,0.09590925,0.82007957,0.7241703,0.5421297023121252,False,False,False,False
P677.JK,Company P677in Specialty Industrial Machinery,PTMP.JK,Mitra Pack Tbk.,PT Mitra Pack Tbk,676,High Risk,High Risk,0,0.8129759,0.097981036,0.08904305,0.8129759,0.71499485,0.5564297741428117,False,False,False,False
W871.JK,Company W871in Food Distribution,WICO.JK,Wicaksana Overseas Internationa,Pt Wicaksana Overseas International Tbk,870,High Risk,High Risk,0,0.8125352,0.0948194,0.09264538,0.8125352,0.71771586,0.5574796526968254,False,False,False,False
B185.JK,Company B185in Internet Retail,BUKA.JK,Bukalapak.com Tbk.,PT Bukalapak.com Tbk.,184,High Risk,High Risk,0,0.8087869,0.039370596,0.15184243,0.8087869,0.6569445,0.5326753156229396,False,False,False,False
I376.JK,Company I376in Education & Training Services,IDEA.JK,Idea Indonesia Akademi Tbk.,PT Idea Indonesia Akademi Tbk,375,High Risk,High Risk,0,0.8063867,0.102370225,0.09124302,0.8063867,0.7040165,0.56917491241151,False,False,False,False
C214.JK,Company C214in Real Estate - Development,CITY.JK,Natura City Developments Tbk.,PT Natura City Developments Tbk,213,High Risk,High Risk,0,0.79736924,0.10134229,0.101288445,0.79736924,0.6960269,0.5866316729873868,False,False,False,False
S774.JK,Company S774in Medical Care Facilities,SRAJ.JK,Sejahteraraya Anugrahjaya Tbk.,PT Sejahteraraya Anugrahjaya Tbk,773,High Risk,High Risk,0,0.7907657,0.060379036,0.14885521,0.7907657,0.6419105,0.5813356213595614,False,False,False,False
C226.JK,Company C226in Confectioners,COCO.JK,Wahana Interfood Nusantara Tbk.,PT Wahana Interfood Nusantara Tbk,225,High Risk,High Risk,0,0.78563434,0.09453613,0.11982955,0.78563434,0.6658048,0.6069247495700195,False,False,False,False
S047.JK,Company S047in Chemicals,SBMA.JK,Surya Biru Murni Acetylene Tbk.,PT Surya Biru Murni Acetylene Tbk,46,High Risk,High Risk,0,0.78487694,0.11493783,0.10018522,0.78487694,0.6699391,0.6091970359427755,False,False,False,False
E282.JK,Company E282in Marine Shipping,ELPI.JK,Pelayaran Nasional Ekalya Purna,PT Pelayaran Nasional Ekalya Purnamasari Tbk,281,High Risk,High Risk,0,0.7847919,0.1508112,0.06439691,0.7847919,0.6339807,0.5935653420135044,False,False,False,False
A076.JK,Company A076in Real Estate - Development,ASRI.JK,Alam Sutera Realty Tbk.,PT Alam Sutera Realty Tbk,75,High Risk,High Risk,0,0.77361095,0.107138634,0.11925039,0.77361095,0.65436053,0.6294058010545314,False,False,False,False
S749.JK,Company S749in Real Estate - Development,SMDM.JK,Suryamas Dutamakmur Tbk,PT Suryamas Dutamakmur Tbk,748,High Risk,High Risk,0,0.77078944,0.16286166,0.06634886,0.77078944,0.6079278,0.6155316269370901,False,False,False,False
B175.JK,Company B175in Banks - Regional,BSIM.JK,Bank Sinarmas Tbk.,PT Bank Sinarmas Tbk,174,Medium Risk,High Risk,0,0.7651271,0.04855477,0.18631808,0.7651271,0.578809,0.6051144943980272,False,False,False,False
D260.JK,Company D260in Advertising Agencies,DMMX.JK,Digital Mediatama Maxima Tbk.,PT Digital Mediatama Maxima Tbk,259,High Risk,High Risk,0,0.7456799,0.05536293,0.19895719,0.7456799,0.5467227,0.6374291171727274,False,False,False,False
F310.JK,Company F310in Real Estate - Development,FMII.JK,Fortune Mate Indonesia Tbk,PT Fortune Mate Indonesia Tbk,309,High Risk,High Risk,0,0.7249241,0.1408132,0.13426268,0.7249241,0.58411086,0.7089238338596402,False,False,False,False
S788.JK,Company S788in Medical Instruments & Supplies,SURI.JK,Maja Agung Latexindo Tbk.,,787,High Risk,High Risk,0,0.7078886,0.06677117,0.22534025,0.7078886,0.48254836,0.6927446036600416,False,False,False,False
S744.JK,Company S744in Rental & Leasing Services,SKRN.JK,Superkrane Mitra Utama Tbk.,PT Superkrane Mitra Utama Tbk,743,High Risk,High Risk,0,0.6941081,0.17526634,0.13062553,0.6941081,0.5188418,0.7505224299837422,False,False,False,False
R708.JK,Company R708in Thermal Coal,RMKO.JK,Royaltama Mulia Kontraktorindo ,PT Royaltama Mulia Kontraktorindo Tbk,707,High Risk,High Risk,0,0.68163383,0.17675161,0.14161454,0.68163383,0.5048822,0.7685727346338742,False,False,False,False
B120.JK,Company B120in Beverages - Wineries & Distilleries,BEER.JK,Jobubu Jarum Minahasa Tbk.,PT Jobubu Jarum Minahasa Tbk,119,High Risk,High Risk,0,0.6677753,0.2346487,0.097576015,0.6677753,0.43312657,0.7617643934698709,False,False,False,False
W868.JK,Company W868in Engineering & Construction,WEGE.JK,Wijaya Karya Bangunan Gedung Tb,PT Wijaya Karya Bangunan Gedung Tbk,867,High Risk,High Risk,0,0.6647052,0.20254011,0.13275462,0.6647052,0.46216512,0.7854982895396385,False,False,False,False
M527.JK,Company M527in Specialty Chemicals,MDKI.JK,Emdeki Utama Tbk.,PT Emdeki Utama Tbk,526,High Risk,High Risk,0,0.6595351,0.21279328,0.1276716,0.6595351,0.44674182,0.7887959856933289,False,False,False,False
E287.JK,Company E287in Restaurants,ENAK.JK,Champ Resto Indonesia Tbk.,PT Champ Resto Indonesia Tbk,286,High Risk,High Risk,0,0.6500012,0.06789938,0.28209934,0.6500012,0.3679019,0.7460636335802224,False,False,False,False
A017.JK,Company A017in Farm Products,AGAR.JK,Asia Sejahtera Mina Tbk.,PT Asia Sejahtera Mina Tbk,16,Medium Risk,High Risk,0,0.64725685,0.06724927,0.28549388,0.64725685,0.36176297,0.7472793680972158,False,False,False,False
K440.JK,Company K440in Medical Distribution,KAEF.JK,Kimia Farma Tbk.,PT Kimia Farma Tbk,439,High Risk,High Risk,0,0.63288236,0.21425259,0.15286507,0.63288236,0.41862977,0.8253263990298131,False,False,True,True
O609.JK,Company O609in Utilities - Renewable,OASA.JK,Maharaksa Biru Energi Tbk.,PT Maharaksa Biru Energi Tbk,608,High Risk,High Risk,0,0.625386,0.23740119,0.1372128,0.625386,0.3879848,0.8260116331850088,False,False,True,True
S731.JK,Company S731in Asset Management,SFAN.JK,Surya Fajar Capital Tbk.,PT Surya Fajar Capital Tbk,730,High Risk,High Risk,0,0.5895635,0.1335571,0.2768794,0.5895635,0.3126841,0.851939417895604,True,False,True,True
